[server 0 | term=0 | commit index=0] start, majority is: 2
[server 2 | term=20 | commit index=0] election timeout
[server 2 | term=21 | commit index=0] send vote request to server 0
[server 2 | term=21 | commit index=0] send vote request to server 1
[server 2 | term=21 | commit index=0] send vote request to server 3
[server 2 | term=21 | commit index=0] send vote request to server 4
[server 0 | term=21 | commit index=0] received vote request
[server 0 | term=21 | commit index=0] candidate 2 with term=20, index=6 is more up-to-date than term=16, index=5
[server 0 | term=21 | commit index=0] has already voted for server 3 in term 21
[server 4 | term=21 | commit index=0] received vote request
[server 4 | term=21 | commit index=0] candidate 2 with term=20, index=6 is more up-to-date than term=16, index=5
[server 4 | term=21 | commit index=0] has already voted for server 3 in term 21
[server 3 | term=11 | commit index=0] network failure happened to server 0, index=1, after 5912 miliseconds
[server 1 | term=17 | commit index=0] network failure happened to server 2, index=1, after 2722 miliseconds
[server 4 | term=21 | commit index=0] election timeout
[server 4 | term=22 | commit index=0] send vote request to server 0
[server 4 | term=22 | commit index=0] send vote request to server 1
[server 4 | term=22 | commit index=0] send vote request to server 2
[server 4 | term=22 | commit index=0] send vote request to server 3
[server 0 | term=21 | commit index=0] received vote request
[server 0 | term=21 | commit index=0] candidate 4 with term=16, index=5 is more up-to-date than term=16, index=5
[server 2 | term=21 | commit index=0] received vote request
[server 2 | term=21 | commit index=0] refused to vote for server 4 in term 22, self term: 20, self index: 6
[server 0 | term=22 | commit index=0] vote for server 4 in term 22
[server 2 | term=20 | commit index=0] network failure, vote reuqest is out of date
[server 2 | term=16 | commit index=0] network failure happened to server 3, index=1, after 3646 miliseconds
[server 1 | term=17 | commit index=0] network failure happened to server 0, index=1, after 3087 miliseconds
[server 3 | term=21 | commit index=0] network failure happened to server 2, index=1, after 1095 miliseconds
[server 3 | term=11 | commit index=0] network failure happened to server 0, index=1, after 6448 miliseconds
[server 4 | term=22 | commit index=0] network failure, vote reuqest is out of date
[server 4 | term=22 | commit index=0] network failure, vote reuqest is out of date
[server 3 | term=21 | commit index=0] network failure happened to server 2, index=1, after 1504 miliseconds
[server 2 | term=16 | commit index=0] network failure, vote reuqest is out of date
[server 2 | term=22 | commit index=0] election timeout
[server 2 | term=23 | commit index=0] send vote request to server 4
[server 2 | term=23 | commit index=0] send vote request to server 0
[server 2 | term=23 | commit index=0] send vote request to server 1
[server 2 | term=23 | commit index=0] send vote request to server 3
[server 4 | term=22 | commit index=0] received vote request
[server 4 | term=22 | commit index=0] candidate 2 with term=20, index=6 is more up-to-date than term=16, index=5
[server 0 | term=22 | commit index=0] received vote request
[server 0 | term=22 | commit index=0] candidate 2 with term=20, index=6 is more up-to-date than term=16, index=5
[server 4 | term=23 | commit index=0] vote for server 2 in term 23
[server 0 | term=23 | commit index=0] vote for server 2 in term 23
[server 2 | term=23 | commit index=0] candidate has been elected as leader
[server 2 | term=23 | commit index=0] send log append to server 3, index=1
[server 2 | term=23 | commit index=0] send log append to server 1, index=1
[server 2 | term=23 | commit index=0] send log append to server 0, index=1
[server 2 | term=23 | commit index=0] send log append to server 4, index=1
[server 2 | term=23 | commit index=0] command received, term=23, index=7
[server 0 | term=23 | commit index=0] received log append, current length=5, previous index=0, rpc term=23
[server 4 | term=23 | commit index=0] received log append, current length=5, previous index=0, rpc term=23
[server 2 | term=23 | commit index=0] next index=7 for server 0
[server 2 | term=23 | commit index=0] next index=7 for server 4
[server 1 | term=0 | commit index=0] recovered from former failure
[server 1 | term=17 | commit index=0] start, majority is: 3
[server 2 | term=20 | commit index=0] network failure, vote reuqest is out of date
[server 3 | term=21 | commit index=0] network failure happened to server 1, index=1, after 1643 miliseconds
[server 1 | term=17 | commit index=0] election timeout
[server 1 | term=17 | commit index=0] network failure, vote reuqest is out of date
[server 1 | term=18 | commit index=0] send vote request to server 0
[server 1 | term=18 | commit index=0] send vote request to server 2
[server 1 | term=18 | commit index=0] send vote request to server 3
[server 1 | term=18 | commit index=0] send vote request to server 4
[server 0 | term=23 | commit index=0] received vote request
[server 0 | term=23 | commit index=0] refused to vote for server 1 in term 18, self term: 20, self index: 6
[server 4 | term=23 | commit index=0] received vote request
[server 4 | term=23 | commit index=0] refused to vote for server 1 in term 18, self term: 20, self index: 6
[server 1 | term=18 | commit index=0] candidate is out of date
[server 1 | term=23 | commit index=0] network failure, vote reuqest is out of date
[server 0 | term=23 | commit index=0] election timeout
[server 0 | term=24 | commit index=0] send vote request to server 4
[server 0 | term=24 | commit index=0] send vote request to server 1
[server 0 | term=24 | commit index=0] send vote request to server 2
[server 0 | term=24 | commit index=0] send vote request to server 3
[server 4 | term=23 | commit index=0] received vote request
[server 4 | term=23 | commit index=0] candidate 0 with term=20, index=6 is more up-to-date than term=20, index=6
[server 1 | term=23 | commit index=0] received vote request
[server 1 | term=23 | commit index=0] candidate 0 with term=20, index=6 is more up-to-date than term=17, index=5
[server 4 | term=24 | commit index=0] vote for server 0 in term 24
[server 1 | term=24 | commit index=0] vote for server 0 in term 24
[server 0 | term=24 | commit index=0] candidate has been elected as leader
[server 0 | term=24 | commit index=0] send log append to server 4, index=1
[server 0 | term=24 | commit index=0] send log append to server 1, index=1
[server 0 | term=24 | commit index=0] send log append to server 2, index=1
[server 0 | term=24 | commit index=0] send log append to server 3, index=1
[server 4 | term=24 | commit index=0] received log append, current length=6, previous index=0, rpc term=24
[server 1 | term=24 | commit index=0] received log append, current length=5, previous index=0, rpc term=24
[server 1 | term=24 | commit index=0] delete old logs from index=4
[server 0 | term=24 | commit index=0] next index=7 for server 4
[server 0 | term=24 | commit index=0] next index=7 for server 1
[server 2 | term=23 | commit index=0] network failure, vote reuqest is out of date
[server 0 | term=24 | commit index=0] send log append to server 2, index=1
[server 0 | term=24 | commit index=0] send log append to server 3, index=1
[server 0 | term=24 | commit index=0] network failure, vote reuqest is out of date
[server 0 | term=24 | commit index=0] send log append to server 2, index=1
[server 0 | term=24 | commit index=0] send log append to server 3, index=1
[server 0 | term=24 | commit index=0] network failure, vote reuqest is out of date
[server 0 | term=24 | commit index=0] command received, term=24, index=7
[server 0 | term=0 | commit index=0] recovered from former failure
[server 0 | term=24 | commit index=0] start, majority is: 3
[server 2 | term=12 | commit index=0] network failure, vote reuqest is out of date
[server 1 | term=17 | commit index=0] network failure happened to server 0, index=1, after 4334 miliseconds
[server 3 | term=21 | commit index=0] network failure, vote reuqest is out of date
[server 4 | term=24 | commit index=0] election timeout
[server 4 | term=25 | commit index=0] send vote request to server 0
[server 4 | term=25 | commit index=0] send vote request to server 2
[server 4 | term=25 | commit index=0] send vote request to server 3
[server 4 | term=25 | commit index=0] send vote request to server 1
[server 0 | term=24 | commit index=0] received vote request
[server 0 | term=24 | commit index=0] refused to vote for server 4 in term 25, self term: 24, self index: 7
[server 1 | term=24 | commit index=0] received vote request
[server 1 | term=24 | commit index=0] candidate 4 with term=20, index=6 is more up-to-date than term=20, index=6
[server 1 | term=25 | commit index=0] vote for server 4 in term 25
[server 0 | term=25 | commit index=0] election timeout
[server 0 | term=26 | commit index=0] send vote request to server 4
[server 0 | term=26 | commit index=0] send vote request to server 1
[server 0 | term=26 | commit index=0] send vote request to server 2
[server 0 | term=26 | commit index=0] send vote request to server 3
[server 4 | term=25 | commit index=0] received vote request
[server 4 | term=25 | commit index=0] candidate 0 with term=24, index=7 is more up-to-date than term=20, index=6
[server 1 | term=25 | commit index=0] received vote request
[server 1 | term=25 | commit index=0] candidate 0 with term=24, index=7 is more up-to-date than term=20, index=6
[server 4 | term=26 | commit index=0] vote for server 0 in term 26
[server 1 | term=26 | commit index=0] vote for server 0 in term 26
[server 0 | term=26 | commit index=0] candidate has been elected as leader
[server 0 | term=26 | commit index=0] send log append to server 4, index=1
[server 0 | term=26 | commit index=0] send log append to server 1, index=1
[server 0 | term=26 | commit index=0] send log append to server 2, index=1
[server 0 | term=26 | commit index=0] send log append to server 3, index=1
[server 4 | term=26 | commit index=0] received log append, current length=6, previous index=0, rpc term=26
[server 1 | term=26 | commit index=0] received log append, current length=6, previous index=0, rpc term=26
[server 0 | term=26 | commit index=0] next index=8 for server 4
[server 0 | term=26 | commit index=0] next index=8 for server 1
[server 0 | term=26 | commit index=0] command received, term=26, index=8
[server 3 | term=21 | commit index=0] network failure happened to server 2, index=1, after 2652 miliseconds
[server 0 | term=26 | commit index=0] send log append to server 1, index=8
[server 0 | term=26 | commit index=0] send log append to server 2, index=1
[server 0 | term=26 | commit index=0] send log append to server 3, index=1
[server 0 | term=26 | commit index=0] send log append to server 4, index=8
[server 1 | term=26 | commit index=0] received log append, current length=7, previous index=7, rpc term=26
[server 4 | term=26 | commit index=0] received log append, current length=7, previous index=7, rpc term=26
[server 0 | term=26 | commit index=0] next index=9 for server 1
[server 0 | term=26 | commit index=0] next index=9 for server 4
[server 0 | term=26 | commit index=0] leader commitIndex increases: 8
[server 0 | term=26 | commit index=0] leader commitIndex increases: 8
[server 0 | term=26 | commit index=0] leader commitIndex increases: 8
[server 0 | term=26 | commit index=0] leader commitIndex increases: 8
[server 0 | term=26 | commit index=0] leader commitIndex increases: 8
[server 0 | term=26 | commit index=0] leader commitIndex increases: 8
[server 0 | term=26 | commit index=0] leader commitIndex increases: 8
[server 0 | term=26 | commit index=0] leader commitIndex increases: 8
[server 3 | term=0 | commit index=0] recovered from former failure
[server 3 | term=21 | commit index=0] start, majority is: 3
[server 2 | term=23 | commit index=0] network failure happened to server 3, index=1, after 1347 miliseconds
[server 0 | term=26 | commit index=8] network failure, vote reuqest is out of date
[server 0 | term=13 | commit index=0] network failure, vote reuqest is out of date
[server 3 | term=21 | commit index=0] network failure, vote reuqest is out of date
[server 0 | term=13 | commit index=0] network failure happened to server 3, index=1, after 6916 miliseconds
[server 4 | term=26 | commit index=0] network failure, vote reuqest is out of date
[server 3 | term=21 | commit index=0] election timeout
[server 3 | term=22 | commit index=0] send vote request to server 4
[server 3 | term=22 | commit index=0] send vote request to server 0
[server 3 | term=22 | commit index=0] send vote request to server 1
[server 3 | term=22 | commit index=0] send vote request to server 2
[server 4 | term=26 | commit index=0] received vote request
[server 4 | term=26 | commit index=0] refused to vote for server 3 in term 22, self term: 26, self index: 8
[server 1 | term=26 | commit index=0] received vote request
[server 1 | term=26 | commit index=0] refused to vote for server 3 in term 22, self term: 26, self index: 8
[server 3 | term=22 | commit index=0] candidate is out of date
[server 3 | term=26 | commit index=0] network failure, vote reuqest is out of date
[server 0 | term=26 | commit index=8] network failure happened to server 2, index=1, after 489 miliseconds
[server 4 | term=26 | commit index=0] election timeout
[server 4 | term=27 | commit index=0] send vote request to server 0
[server 4 | term=27 | commit index=0] send vote request to server 2
[server 4 | term=27 | commit index=0] send vote request to server 3
[server 4 | term=27 | commit index=0] send vote request to server 1
[server 3 | term=26 | commit index=0] received vote request
[server 1 | term=26 | commit index=0] received vote request
[server 1 | term=26 | commit index=0] candidate 4 with term=26, index=8 is more up-to-date than term=26, index=8
[server 3 | term=26 | commit index=0] candidate 4 with term=26, index=8 is more up-to-date than term=21, index=6
[server 1 | term=27 | commit index=0] vote for server 4 in term 27
[server 3 | term=27 | commit index=0] vote for server 4 in term 27
[server 4 | term=27 | commit index=0] candidate has been elected as leader
[server 4 | term=27 | commit index=0] send log append to server 3, index=1
[server 4 | term=27 | commit index=0] send log append to server 0, index=1
[server 4 | term=27 | commit index=0] send log append to server 1, index=1
[server 4 | term=27 | commit index=0] send log append to server 2, index=1
[server 3 | term=27 | commit index=0] received log append, current length=6, previous index=0, rpc term=27
[server 1 | term=27 | commit index=0] received log append, current length=8, previous index=0, rpc term=27
[server 3 | term=27 | commit index=0] delete old logs from index=5
[server 4 | term=27 | commit index=0] next index=9 for server 1
[server 4 | term=27 | commit index=0] next index=9 for server 3
[server 4 | term=27 | commit index=0] command received, term=27, index=9
[server 0 | term=24 | commit index=0] network failure happened to server 3, index=1, after 1410 miliseconds
[server 2 | term=23 | commit index=0] network failure, vote reuqest is out of date
[server 4 | term=27 | commit index=0] network failure, vote reuqest is out of date
[server 2 | term=20 | commit index=0] network failure happened to server 0, index=1, after 4209 miliseconds
[server 0 | term=24 | commit index=0] network failure happened to server 2, index=1, after 1479 miliseconds
[server 2 | term=0 | commit index=0] recovered from former failure
[server 2 | term=23 | commit index=0] start, majority is: 3
[server 0 | term=24 | commit index=0] network failure happened to server 2, index=1, after 1694 miliseconds
[server 0 | term=24 | commit index=0] network failure happened to server 3, index=1, after 1495 miliseconds
[server 1 | term=17 | commit index=0] network failure, vote reuqest is out of date
[server 2 | term=20 | commit index=0] network failure, vote reuqest is out of date
[server 3 | term=21 | commit index=0] network failure happened to server 2, index=1, after 3465 miliseconds
[server 3 | term=21 | commit index=0] network failure happened to server 1, index=1, after 3588 miliseconds
[server 1 | term=17 | commit index=0] network failure, vote reuqest is out of date
[server 1 | term=17 | commit index=0] network failure, vote reuqest is out of date
[server 1 | term=27 | commit index=0] election timeout
[server 1 | term=28 | commit index=0] send vote request to server 4
[server 1 | term=28 | commit index=0] send vote request to server 0
[server 1 | term=28 | commit index=0] send vote request to server 2
[server 1 | term=28 | commit index=0] send vote request to server 3
[server 2 | term=23 | commit index=0] received vote request
[server 2 | term=23 | commit index=0] candidate 1 with term=26, index=8 is more up-to-date than term=23, index=7
[server 3 | term=27 | commit index=0] received vote request
[server 3 | term=27 | commit index=0] candidate 1 with term=26, index=8 is more up-to-date than term=26, index=8
[server 2 | term=28 | commit index=0] vote for server 1 in term 28
[server 3 | term=28 | commit index=0] vote for server 1 in term 28
[server 1 | term=28 | commit index=0] candidate has been elected as leader
[server 1 | term=28 | commit index=0] send log append to server 4, index=1
[server 1 | term=28 | commit index=0] send log append to server 3, index=1
[server 1 | term=28 | commit index=0] send log append to server 0, index=1
[server 1 | term=28 | commit index=0] send log append to server 2, index=1
[server 3 | term=28 | commit index=0] received log append, current length=8, previous index=0, rpc term=28
[server 2 | term=28 | commit index=0] received log append, current length=7, previous index=0, rpc term=28
[server 2 | term=28 | commit index=0] delete old logs from index=6
[server 1 | term=28 | commit index=0] next index=9 for server 3
[server 1 | term=28 | commit index=0] next index=9 for server 2
[server 1 | term=28 | commit index=0] command received, term=28, index=9
[server 4 | term=0 | commit index=0] recovered from former failure
[server 4 | term=27 | commit index=0] start, majority is: 3
[server 1 | term=28 | commit index=0] network failure, vote reuqest is out of date
[server 3 | term=21 | commit index=0] network failure, vote reuqest is out of date
[server 1 | term=28 | commit index=0] network failure, vote reuqest is out of date
[server 2 | term=28 | commit index=0] election timeout
[server 2 | term=29 | commit index=0] send vote request to server 0
[server 2 | term=29 | commit index=0] send vote request to server 4
[server 2 | term=29 | commit index=0] send vote request to server 1
[server 2 | term=29 | commit index=0] send vote request to server 3
[server 4 | term=27 | commit index=0] received vote request
[server 4 | term=27 | commit index=0] refused to vote for server 2 in term 29, self term: 27, self index: 9
[server 3 | term=28 | commit index=0] received vote request
[server 3 | term=28 | commit index=0] candidate 2 with term=26, index=8 is more up-to-date than term=26, index=8
[server 3 | term=29 | commit index=0] vote for server 2 in term 29
[server 4 | term=29 | commit index=0] election timeout
[server 4 | term=30 | commit index=0] send vote request to server 1
[server 4 | term=30 | commit index=0] send vote request to server 2
[server 4 | term=30 | commit index=0] send vote request to server 3
[server 4 | term=30 | commit index=0] send vote request to server 0
[server 2 | term=29 | commit index=0] received vote request
[server 2 | term=29 | commit index=0] candidate 4 with term=27, index=9 is more up-to-date than term=26, index=8
[server 3 | term=29 | commit index=0] received vote request
[server 3 | term=29 | commit index=0] candidate 4 with term=27, index=9 is more up-to-date than term=26, index=8
[server 2 | term=30 | commit index=0] vote for server 4 in term 30
[server 3 | term=30 | commit index=0] vote for server 4 in term 30
[server 4 | term=30 | commit index=0] candidate has been elected as leader
[server 4 | term=30 | commit index=0] command received, term=30, index=10
[server 4 | term=30 | commit index=0] send log append to server 0, index=1
[server 4 | term=30 | commit index=0] send log append to server 1, index=1
[server 4 | term=30 | commit index=0] send log append to server 2, index=1
[server 4 | term=30 | commit index=0] send log append to server 3, index=1
[server 2 | term=30 | commit index=0] received log append, current length=8, previous index=0, rpc term=30
[server 3 | term=30 | commit index=0] received log append, current length=8, previous index=0, rpc term=30
[server 4 | term=30 | commit index=0] next index=10 for server 2
[server 4 | term=30 | commit index=0] next index=10 for server 3
[server 0 | term=0 | commit index=0] recovered from former failure
[server 0 | term=26 | commit index=0] start, majority is: 3
[server 4 | term=27 | commit index=0] network failure, vote reuqest is out of date
[server 0 | term=24 | commit index=0] network failure, vote reuqest is out of date
[server 3 | term=21 | commit index=0] network failure happened to server 1, index=1, after 4374 miliseconds
[server 4 | term=30 | commit index=0] network failure happened to server 0, index=1, after 350 miliseconds
[server 0 | term=26 | commit index=0] election timeout
[server 0 | term=27 | commit index=0] send vote request to server 4
[server 0 | term=27 | commit index=0] send vote request to server 1
[server 0 | term=27 | commit index=0] send vote request to server 2
[server 0 | term=27 | commit index=0] send vote request to server 3
[server 2 | term=30 | commit index=0] received vote request
[server 3 | term=30 | commit index=0] received vote request
[server 2 | term=30 | commit index=0] refused to vote for server 0 in term 27, self term: 27, self index: 9
[server 3 | term=30 | commit index=0] refused to vote for server 0 in term 27, self term: 27, self index: 9
[server 0 | term=27 | commit index=0] candidate is out of date
[server 0 | term=30 | commit index=0] network failure, vote reuqest is out of date
[server 0 | term=30 | commit index=0] network failure, vote reuqest is out of date
[server 1 | term=17 | commit index=0] network failure happened to server 0, index=1, after 6969 miliseconds
[server 3 | term=30 | commit index=0] election timeout
[server 3 | term=31 | commit index=0] send vote request to server 4
[server 3 | term=31 | commit index=0] send vote request to server 0
[server 3 | term=31 | commit index=0] send vote request to server 1
[server 3 | term=31 | commit index=0] send vote request to server 2
[server 0 | term=30 | commit index=0] received vote request
[server 0 | term=30 | commit index=0] candidate 3 with term=27, index=9 is more up-to-date than term=26, index=8
[server 2 | term=30 | commit index=0] received vote request
[server 2 | term=30 | commit index=0] candidate 3 with term=27, index=9 is more up-to-date than term=27, index=9
[server 0 | term=31 | commit index=0] vote for server 3 in term 31
[server 2 | term=31 | commit index=0] vote for server 3 in term 31
[server 3 | term=31 | commit index=0] candidate has been elected as leader
[server 3 | term=31 | commit index=0] send log append to server 0, index=1
[server 3 | term=31 | commit index=0] send log append to server 4, index=1
[server 3 | term=31 | commit index=0] send log append to server 2, index=1
[server 3 | term=31 | commit index=0] send log append to server 1, index=1
[server 0 | term=31 | commit index=0] received log append, current length=8, previous index=0, rpc term=31
[server 2 | term=31 | commit index=0] received log append, current length=9, previous index=0, rpc term=31
[server 3 | term=31 | commit index=0] next index=10 for server 2
[server 3 | term=31 | commit index=0] next index=10 for server 0
[server 0 | term=26 | commit index=8] network failure happened to server 2, index=1, after 2305 miliseconds
[server 2 | term=23 | commit index=0] network failure happened to server 1, index=1, after 3475 miliseconds
[server 3 | term=31 | commit index=0] command received, term=31, index=10
[server 4 | term=0 | commit index=0] recovered from former failure
[server 4 | term=30 | commit index=0] start, majority is: 3
[server 0 | term=26 | commit index=8] network failure happened to server 3, index=1, after 2427 miliseconds
[server 3 | term=21 | commit index=0] network failure, vote reuqest is out of date
[server 2 | term=31 | commit index=0] election timeout
[server 2 | term=32 | commit index=0] send vote request to server 4
[server 2 | term=32 | commit index=0] send vote request to server 0
[server 2 | term=32 | commit index=0] send vote request to server 1
[server 2 | term=32 | commit index=0] send vote request to server 3
[server 4 | term=30 | commit index=0] received vote request
[server 4 | term=30 | commit index=0] refused to vote for server 2 in term 32, self term: 30, self index: 10
[server 0 | term=31 | commit index=0] received vote request
[server 0 | term=31 | commit index=0] candidate 2 with term=27, index=9 is more up-to-date than term=27, index=9
[server 0 | term=32 | commit index=0] vote for server 2 in term 32
[server 4 | term=32 | commit index=0] election timeout
[server 4 | term=33 | commit index=0] send vote request to server 0
[server 4 | term=33 | commit index=0] send vote request to server 1
[server 4 | term=33 | commit index=0] send vote request to server 2
[server 4 | term=33 | commit index=0] send vote request to server 3
[server 0 | term=32 | commit index=0] received vote request
[server 0 | term=32 | commit index=0] candidate 4 with term=30, index=10 is more up-to-date than term=27, index=9
[server 2 | term=32 | commit index=0] received vote request
[server 2 | term=32 | commit index=0] candidate 4 with term=30, index=10 is more up-to-date than term=27, index=9
[server 0 | term=33 | commit index=0] vote for server 4 in term 33
[server 2 | term=33 | commit index=0] vote for server 4 in term 33
[server 4 | term=33 | commit index=0] candidate has been elected as leader
[server 4 | term=33 | commit index=0] send log append to server 3, index=1
[server 4 | term=33 | commit index=0] send log append to server 0, index=1
[server 4 | term=33 | commit index=0] send log append to server 1, index=1
[server 4 | term=33 | commit index=0] send log append to server 2, index=1
[server 0 | term=33 | commit index=0] received log append, current length=9, previous index=0, rpc term=33
[server 2 | term=33 | commit index=0] received log append, current length=9, previous index=0, rpc term=33
[server 4 | term=33 | commit index=0] next index=11 for server 0
[server 4 | term=33 | commit index=0] next index=11 for server 2
[server 4 | term=33 | commit index=0] command received, term=33, index=11
[server 1 | term=28 | commit index=0] network failure, vote reuqest is out of date
[server 3 | term=0 | commit index=0] recovered from former failure
[server 3 | term=31 | commit index=0] start, majority is: 3
[server 2 | term=20 | commit index=0] network failure, vote reuqest is out of date
[server 2 | term=23 | commit index=0] network failure, vote reuqest is out of date
[server 3 | term=31 | commit index=0] election timeout
[server 3 | term=32 | commit index=0] send vote request to server 4
[server 3 | term=32 | commit index=0] send vote request to server 0
[server 3 | term=32 | commit index=0] send vote request to server 1
[server 3 | term=32 | commit index=0] send vote request to server 2
[server 0 | term=33 | commit index=0] received vote request
[server 0 | term=33 | commit index=0] refused to vote for server 3 in term 32, self term: 30, self index: 10
[server 2 | term=33 | commit index=0] received vote request
[server 2 | term=33 | commit index=0] refused to vote for server 3 in term 32, self term: 30, self index: 10
[server 3 | term=32 | commit index=0] candidate is out of date
[server 3 | term=33 | commit index=0] network failure, vote reuqest is out of date
[server 3 | term=31 | commit index=0] network failure, vote reuqest is out of date
[server 0 | term=33 | commit index=0] election timeout
[server 0 | term=34 | commit index=0] send vote request to server 4
[server 0 | term=34 | commit index=0] send vote request to server 1
[server 0 | term=34 | commit index=0] send vote request to server 2
[server 0 | term=34 | commit index=0] send vote request to server 3
[server 2 | term=33 | commit index=0] received vote request
[server 2 | term=33 | commit index=0] candidate 0 with term=30, index=10 is more up-to-date than term=30, index=10
[server 3 | term=33 | commit index=0] received vote request
[server 3 | term=33 | commit index=0] refused to vote for server 0 in term 34, self term: 31, self index: 10
[server 2 | term=34 | commit index=0] vote for server 0 in term 34
[server 1 | term=28 | commit index=0] network failure happened to server 4, index=1, after 2316 miliseconds
[server 3 | term=21 | commit index=0] network failure, vote reuqest is out of date
[server 3 | term=34 | commit index=0] network failure, vote reuqest is out of date
[server 3 | term=21 | commit index=0] network failure happened to server 1, index=1, after 6455 miliseconds
[server 3 | term=31 | commit index=0] network failure happened to server 4, index=1, after 1509 miliseconds
[server 2 | term=34 | commit index=0] election timeout
[server 2 | term=35 | commit index=0] send vote request to server 4
[server 2 | term=35 | commit index=0] send vote request to server 0
[server 2 | term=35 | commit index=0] send vote request to server 1
[server 2 | term=35 | commit index=0] send vote request to server 3
[server 0 | term=34 | commit index=0] received vote request
[server 0 | term=34 | commit index=0] candidate 2 with term=30, index=10 is more up-to-date than term=30, index=10
[server 3 | term=34 | commit index=0] received vote request
[server 3 | term=34 | commit index=0] refused to vote for server 2 in term 35, self term: 31, self index: 10
[server 0 | term=35 | commit index=0] vote for server 2 in term 35
[server 0 | term=24 | commit index=0] network failure, vote reuqest is out of date
[server 4 | term=27 | commit index=0] network failure, vote reuqest is out of date
[server 2 | term=23 | commit index=0] network failure, vote reuqest is out of date
[server 0 | term=24 | commit index=0] network failure happened to server 3, index=1, after 4828 miliseconds
[server 3 | term=35 | commit index=0] election timeout
[server 3 | term=36 | commit index=0] send vote request to server 4
[server 3 | term=36 | commit index=0] send vote request to server 0
[server 3 | term=36 | commit index=0] send vote request to server 1
[server 3 | term=36 | commit index=0] send vote request to server 2
[server 0 | term=35 | commit index=0] received vote request
[server 0 | term=35 | commit index=0] candidate 3 with term=31, index=10 is more up-to-date than term=30, index=10
[server 2 | term=35 | commit index=0] received vote request
[server 2 | term=35 | commit index=0] candidate 3 with term=31, index=10 is more up-to-date than term=30, index=10
[server 0 | term=36 | commit index=0] vote for server 3 in term 36
[server 2 | term=36 | commit index=0] vote for server 3 in term 36
[server 3 | term=36 | commit index=0] candidate has been elected as leader
[server 3 | term=36 | commit index=0] send log append to server 2, index=1
[server 3 | term=36 | commit index=0] send log append to server 0, index=1
[server 3 | term=36 | commit index=0] send log append to server 1, index=1
[server 3 | term=36 | commit index=0] send log append to server 4, index=1
[server 2 | term=36 | commit index=0] received log append, current length=10, previous index=0, rpc term=36
[server 0 | term=36 | commit index=0] received log append, current length=10, previous index=0, rpc term=36
[server 2 | term=36 | commit index=0] delete old logs from index=9
[server 0 | term=36 | commit index=0] delete old logs from index=9
[server 3 | term=36 | commit index=0] next index=11 for server 2
[server 3 | term=36 | commit index=0] next index=11 for server 0
[server 3 | term=36 | commit index=0] send log append to server 4, index=1
[server 3 | term=36 | commit index=0] send log append to server 1, index=1
[server 3 | term=36 | commit index=0] command received, term=36, index=11
[server 1 | term=0 | commit index=0] recovered from former failure
[server 1 | term=28 | commit index=0] start, majority is: 3
[server 4 | term=30 | commit index=0] network failure, vote reuqest is out of date
[server 0 | term=24 | commit index=0] network failure happened to server 2, index=1, after 5239 miliseconds
[server 1 | term=28 | commit index=0] election timeout
[server 1 | term=29 | commit index=0] send vote request to server 0
[server 1 | term=29 | commit index=0] send vote request to server 4
[server 1 | term=29 | commit index=0] send vote request to server 2
[server 1 | term=29 | commit index=0] send vote request to server 3
[server 0 | term=36 | commit index=0] received vote request
[server 0 | term=36 | commit index=0] refused to vote for server 1 in term 29, self term: 31, self index: 10
[server 2 | term=36 | commit index=0] received vote request
[server 2 | term=36 | commit index=0] refused to vote for server 1 in term 29, self term: 31, self index: 10
[server 1 | term=29 | commit index=0] candidate is out of date
[server 1 | term=36 | commit index=0] network failure, vote reuqest is out of date
[server 4 | term=33 | commit index=0] network failure happened to server 1, index=1, after 2124 miliseconds
[server 1 | term=36 | commit index=0] network failure, vote reuqest is out of date
[server 2 | term=36 | commit index=0] election timeout
[server 2 | term=37 | commit index=0] send vote request to server 4
[server 2 | term=37 | commit index=0] send vote request to server 0
[server 2 | term=37 | commit index=0] send vote request to server 1
[server 2 | term=37 | commit index=0] send vote request to server 3
[server 0 | term=36 | commit index=0] received vote request
[server 0 | term=36 | commit index=0] candidate 2 with term=31, index=10 is more up-to-date than term=31, index=10
[server 1 | term=36 | commit index=0] received vote request
[server 1 | term=36 | commit index=0] candidate 2 with term=31, index=10 is more up-to-date than term=28, index=9
[server 0 | term=37 | commit index=0] vote for server 2 in term 37
[server 1 | term=37 | commit index=0] vote for server 2 in term 37
[server 2 | term=37 | commit index=0] candidate has been elected as leader
[server 2 | term=37 | commit index=0] send log append to server 3, index=1
[server 2 | term=37 | commit index=0] send log append to server 0, index=1
[server 2 | term=37 | commit index=0] send log append to server 1, index=1
[server 2 | term=37 | commit index=0] send log append to server 4, index=1
[server 2 | term=37 | commit index=0] command received, term=37, index=11
[server 0 | term=37 | commit index=0] received log append, current length=10, previous index=0, rpc term=37
[server 1 | term=37 | commit index=0] received log append, current length=9, previous index=0, rpc term=37
[server 1 | term=37 | commit index=0] delete old logs from index=8
[server 2 | term=37 | commit index=0] next index=11 for server 0
[server 2 | term=37 | commit index=0] next index=11 for server 1
[server 4 | term=0 | commit index=0] recovered from former failure
[server 4 | term=33 | commit index=0] start, majority is: 3
[server 3 | term=31 | commit index=0] network failure, vote reuqest is out of date
[server 4 | term=27 | commit index=0] network failure, vote reuqest is out of date
[server 4 | term=33 | commit index=0] election timeout
[server 4 | term=34 | commit index=0] send vote request to server 0
